congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
116,House,137,2019-04-01,1,138,394,7,0.0,0.0,0.0,0.0,0.0,HR1590,Passed,Terrorist and Foreign Fighter Travel Exercise Act,"On Motion to Suspend the Rules and Pass, as Amended",
116,House,138,2019-04-01,1,139,207,181,-0.584,0.587,0.094,0.53,-196.571,,Passed,,On Approving the Journal,
116,House,139,2019-04-02,1,140,231,191,-0.092,0.996,0.554,0.562,-7.153,HRES274,Passed,Consideration of (S.J.Res. 7) to direct the removal of the United States Armed Forces from hostilities in the Republic of Yemen that have not been authorized by Congress; consideration of (H.Res. 271) Condemning the Trump Administration’s Legal Campaign to Take Away Americans’ Health Care; and suspension authority.,On Ordering the Previous Question,
116,House,140,2019-04-02,1,141,230,188,0.056,0.068,0.713,-0.153,-0.321,HRES274,Passed,Consideration of (S.J.Res. 7) to direct the removal of the United States Armed Forces from hostilities in the Republic of Yemen that have not been authorized by Congress; consideration of (H.Res. 271) Condemning the Trump Administration’s Legal Campaign to Take Away Americans’ Health Care; and suspension authority.,On Agreeing to the Resolution,
116,House,141,2019-04-02,1,142,414,7,0.0,0.0,0.0,0.0,0.0,HR540,Passed,"To designate the facility of the United States Postal Service located at 770 Ayrault Road in Fairport, New York, as the “Louise and Bob Slaughter Post Office”",On Motion to Suspend the Rules and Pass,
116,House,142,2019-04-02,1,143,222,189,-0.252,0.404,0.083,0.358,-197.825,,Passed,,On Approving the Journal,
116,House,143,2019-04-03,1,144,231,193,0.056,0.068,0.713,-0.158,-0.319,HRES281,Passed,"Providing for consideration of the bill (H.R. 1585) to reauthorize the Violence Against Women Act of 1994, and for other purposes",On Ordering the Previous Question,
116,House,144,2019-04-03,1,145,231,194,0.056,0.068,0.713,-0.158,-0.319,HRES281,Passed,"Providing for consideration of the bill (H.R. 1585) to reauthorize the Violence Against Women Act of 1994, and for other purposes",On Agreeing to the Resolution,
116,House,145,2019-04-03,1,146,240,186,0.264,-0.103,0.569,1.064,-17.209,HRES271,Passed,Condemning the Trump Administration’s Legal Campaign to Take Away Americans’ Health Care,On Agreeing to the Resolution,
116,House,146,2019-04-03,1,147,358,67,0.517,-0.856,0.27,-0.131,-90.89,HR1585,Agreed to,,On Agreeing to the Amendment,
116,House,147,2019-04-03,1,148,389,36,0.409,-0.913,0.164,-0.372,-75.574,HR1585,Agreed to,,On Agreeing to the Amendment,
116,House,148,2019-04-03,1,149,254,172,0.298,0.032,0.303,0.202,-44.609,HR1585,Agreed to,,On Agreeing to the Amendment,
116,House,149,2019-04-03,1,150,424,0,0.0,0.0,0.0,0.0,0.0,HR1585,Agreed to,,On Agreeing to the Amendment,
116,House,150,2019-04-04,1,151,423,0,0.0,0.0,0.0,0.0,0.0,HR829,Passed,"To designate the facility of the United States Postal Service located at 1450 Montauk Highway in Mastic, New York, as the “Army Specialist Thomas J. Wilwerth Post Office Building”",On Motion to Suspend the Rules and Pass,
116,House,151,2019-04-04,1,152,194,228,-0.229,0.973,-0.613,-0.912,-17.629,SJRES7,Failed,To direct the removal of the United States Armed Forces from hostilities in the Republic of Yemen that have not been authorized by Congress,On Motion to Commit with Instructions,
116,House,152,2019-04-04,1,153,247,175,-0.243,0.97,0.49,1.203,-45.868,SJRES7,Passed,To direct the removal of the United States Armed Forces from hostilities in the Republic of Yemen that have not been authorized by Congress,On Passage,
116,House,153,2019-04-04,1,154,423,0,0.0,0.0,0.0,0.0,0.0,HR1585,Agreed to,,On Agreeing to the Amendment,
116,House,154,2019-04-04,1,155,185,237,0.006,-0.964,-0.298,0.159,-34.296,HR1585,Failed,Violence Against Women Reauthorization Act,On Motion to Recommit with Instructions,
116,House,155,2019-04-04,1,156,263,158,0.376,-0.817,0.297,0.104,-65.673,HR1585,Passed,Violence Against Women Reauthorization Act,On Passage,
116,House,156,2019-04-08,1,157,386,0,0.0,0.0,0.0,0.0,0.0,HCONRES19,Passed,Authorizing the use of the Capitol Grounds for the Greater Washington Soap Box Derby,On Motion to Suspend the Rules and Agree,
116,House,157,2019-04-08,1,158,329,56,0.54,-0.841,0.354,-0.139,-69.203,HR1331,Passed,Local Water Protection Act,On Motion to Suspend the Rules and Pass,
116,House,158,2019-04-08,1,159,194,182,-0.247,0.316,0.107,0.554,-151.331,,Passed,,On Approving the Journal,
116,House,159,2019-04-09,1,160,225,192,0.056,0.073,0.713,-0.161,-0.32,HRES294,Passed,"Providing for consideration of H.R. 1644, Save the Internet Act; and providing for consideration of H.R. 2021, Investing for the People Act",On Ordering the Previous Question,
116,House,160,2019-04-09,1,161,219,201,-0.103,0.39,0.701,0.349,-15.445,HRES294,Passed,"Providing for consideration of H.R. 1644, Save the Internet Act; and providing for consideration of H.R. 2021, Investing for the People Act",On Agreeing to the Resolution,
116,House,161,2019-04-09,1,162,393,24,0.646,-0.763,0.705,-0.32,-36.811,HR1759,Passed,Building on Reemployment Improvements to Deliver Good Employment for Workers Act,"On Motion to Suspend the Rules and Pass, as Amended",
116,House,162,2019-04-10,1,163,358,60,0.514,-0.858,0.265,-0.164,-87.97,HR1644,Agreed to,,On Agreeing to the Amendment,
116,House,163,2019-04-10,1,164,371,46,0.372,-0.928,0.21,-0.399,-74.702,HR1644,Agreed to,,On Agreeing to the Amendment,
116,House,164,2019-04-10,1,165,418,0,0.0,0.0,0.0,0.0,0.0,HR1644,Agreed to,,On Agreeing to the Amendment,
116,House,165,2019-04-10,1,166,204,216,-0.131,0.284,-0.637,-0.786,-23.22,HR1644,Failed,Save the Internet Act,On Motion to Recommit with Instructions,
116,House,166,2019-04-10,1,167,232,190,-0.07,0.998,0.598,0.578,-7.442,HR1644,Passed,Save the Internet Act,On Passage,
116,House,167,2019-04-29,1,168,396,18,0.713,-0.701,1.286,-0.767,-40.789,HR91,Passed,Columbia River In-Lieu and Treaty Fishing Access Sites Improvement Act,On Motion to Suspend the Rules and Pass,
116,House,168,2019-04-29,1,169,227,182,-0.389,0.47,0.082,0.473,-200.761,,Passed,,On Approving the Journal,
116,House,169,2019-04-30,1,170,392,20,0.31,-0.951,0.316,-1.053,-31.609,HR1876,Passed,National Senior Investor Initiative Act,On Motion to Suspend the Rules and Pass,
116,House,170,2019-04-30,1,171,411,6,0.0,0.0,0.0,0.0,0.0,HRES328,Passed,Supporting the protection of elders through financial literacy,On Motion to Suspend the Rules and Agree,
116,House,171,2019-05-01,1,172,228,191,0.055,0.071,0.713,-0.157,-0.318,HRES329,Passed,"Providing for consideration of the bill (H.R. 9) to direct the President to develop a plan for the United States to meet its nationally determined contribution under the Paris Agreement, and for other purposes",On Ordering the Previous Question,
116,House,172,2019-05-01,1,173,226,188,0.055,0.071,0.713,-0.157,-0.318,HRES329,Passed,"Providing for consideration of the bill (H.R. 9) to direct the President to develop a plan for the United States to meet its nationally determined contribution under the Paris Agreement, and for other purposes",On Agreeing to the Resolution,
116,House,173,2019-05-01,1,174,226,183,-0.078,0.997,0.633,0.608,-5.918,HRES304,Passed,Raising a question of the privileges of the House,On Motion to Table,
116,House,174,2019-05-02,1,175,234,183,0.025,0.635,0.628,0.972,-14.813,HR9,Agreed to,,On Agreeing to the Amendment,
116,House,175,2019-05-02,1,176,187,231,0.035,0.628,-0.632,-0.876,-11.627,HR9,Failed,,On Agreeing to the Amendment,
116,House,176,2019-05-02,1,177,187,231,-0.073,0.997,-0.595,-0.85,-18.973,HR9,Failed,,On Agreeing to the Amendment,
116,House,177,2019-05-02,1,178,258,162,0.19,0.532,0.422,0.759,-50.589,HR9,Agreed to,,On Agreeing to the Amendment,
116,House,178,2019-05-02,1,179,301,120,-0.113,0.994,0.323,1.097,-105.015,HR9,Agreed to,,On Agreeing to the Amendment,
116,House,179,2019-05-02,1,180,291,131,-0.006,0.838,0.438,1.358,-88.785,HR9,Agreed to,,On Agreeing to the Amendment,
116,House,180,2019-05-02,1,181,254,165,0.113,0.637,0.481,0.994,-49.45,HR9,Agreed to,,On Agreeing to the Amendment,
116,House,181,2019-05-02,1,182,255,165,0.142,0.558,0.523,1.09,-44.477,HR9,Agreed to,,On Agreeing to the Amendment,
116,House,182,2019-05-02,1,183,206,214,-0.217,0.564,-0.562,-1.091,-23.924,HR9,Failed,Climate Action Now Act,On Motion to Recommit with Instructions,
116,House,183,2019-05-02,1,184,231,190,0.049,0.592,0.666,0.722,-8.136,HR9,Passed,Climate Action Now Act,On Passage,
116,House,184,2019-05-07,1,185,414,0,0.0,0.0,0.0,0.0,0.0,HRES273,Passed,Reaffirming the United States commitment to Taiwan and to the implementation of the Taiwan Relations Act,On Motion to Suspend the Rules and Agree,
116,House,185,2019-05-07,1,186,400,16,0.336,-0.942,0.587,-2.242,-29.185,HR1704,Passed,Championing American Business Through Diplomacy Act,On Motion to Suspend the Rules and Pass,
116,House,186,2019-05-08,1,187,422,0,0.0,0.0,0.0,0.0,0.0,HR1503,Passed,Orange Book Transparency Act,"On Motion to Suspend the Rules and Pass, as Amended",
116,House,187,2019-05-08,1,188,421,0,0.0,0.0,0.0,0.0,0.0,HR1520,Passed,Purple Book Continuity Act,"On Motion to Suspend the Rules and Pass, as Amended",
116,House,188,2019-05-09,1,189,227,190,0.055,0.069,0.713,-0.161,-0.318,HRES357,Passed,"Providing for consideration of the bill (H.R. 986) Protecting Americans with Preexisting Conditions Act, and providing for consideration of the bill (H.R. 2157) making supplemental appropriations for fiscal year ending September 30, 2019, and for other purposes",On Ordering the Previous Question,
116,House,189,2019-05-09,1,190,227,191,0.055,0.069,0.713,-0.161,-0.318,HRES357,Passed,"Providing for consideration of the bill (H.R. 986) Protecting Americans with Preexisting Conditions Act, and providing for consideration of the bill (H.R. 2157) making supplemental appropriations for fiscal year ending September 30, 2019, and for other purposes",On Agreeing to the Resolution,
116,House,190,2019-05-09,1,191,346,70,0.562,-0.827,0.342,-0.025,-82.045,HR986,Agreed to,,On Agreeing to the Amendment,
116,House,191,2019-05-09,1,192,182,234,-0.147,0.989,-0.425,-0.733,-29.007,HR986,Failed,,On Agreeing to the Amendment,
116,House,192,2019-05-09,1,193,297,117,0.587,-0.809,0.431,0.36,-87.3,HR986,Agreed to,,On Agreeing to the Amendment,
116,House,193,2019-05-09,1,194,303,112,0.397,0.452,0.246,0.234,-98.757,HR986,Agreed to,,On Agreeing to the Amendment,
116,House,194,2019-05-09,1,195,182,231,-0.149,0.989,-0.583,-0.9,-15.645,HR986,Failed,Protecting Americans with Preexisting Conditions Act,On Motion to Recommit with Instructions,
116,House,195,2019-05-09,1,196,230,183,-0.005,0.664,0.607,0.874,-8.376,HR986,Passed,Protecting Americans with Preexisting Conditions Act,On Passage,
116,House,196,2019-05-10,1,197,243,165,0.11,0.843,0.306,0.342,-47.398,HR2157,Agreed to,,On Agreeing to the Amendment,
116,House,197,2019-05-10,1,198,264,143,0.34,-0.194,0.237,-0.019,-71.148,HR2157,Agreed to,,On Agreeing to the Amendment,
116,House,198,2019-05-10,1,199,239,167,0.26,-0.014,0.269,0.128,-42.527,HR2157,Agreed to,,On Agreeing to the Amendment,
116,House,199,2019-05-10,1,200,389,20,0.107,-0.994,0.088,-0.586,-59.926,HR2157,Agreed to,,On Agreeing to the Amendment,
116,House,200,2019-05-10,1,201,189,215,-0.37,0.929,-0.464,-1.024,-46.897,HR2157,Failed,"Making supplemental appropriations for the fiscal year ending September 30, 2019, and for other purposes",On Motion to Recommit with Instructions,
116,House,201,2019-05-10,1,202,257,150,0.268,0.509,0.215,0.121,-76.598,HR2157,Passed,"Making supplemental appropriations for the fiscal year ending September 30, 2019, and for other purposes",On Passage,
116,House,202,2019-05-14,1,203,410,0,0.0,0.0,0.0,0.0,0.0,HR299,Passed,Blue Water Navy Vietnam Veterans Act,"On Motion to Suspend the Rules and Pass, as Amended",
116,House,203,2019-05-14,1,204,400,9,0.0,0.0,0.0,0.0,0.0,HR2379,Passed,To reauthorize the Bulletproof Vest Partnership Grant Program.,"On Motion to Suspend the Rules and Pass, as Amended",
116,House,204,2019-05-15,1,205,228,189,0.054,0.065,0.712,-0.174,-0.311,HRES377,Passed,"Providing for consideration of the bill (H.R. 5) Equality Act, providing for consideration of the bill (H.R. 312) Mashpee Wampanoag Tribe Reservation Reaffirmation Act, and providing for consideration of (H.R. 987) Strengthening Health Care and Lowering Prescription Drug Costs Act",On Ordering the Previous Question,
116,House,205,2019-05-15,1,206,229,188,0.025,-0.179,0.328,0.033,-11.193,HRES377,Passed,"Providing for consideration of the bill (H.R. 5) Equality Act, providing for consideration of the bill (H.R. 312) Mashpee Wampanoag Tribe Reservation Reaffirmation Act, and providing for consideration of (H.R. 987) Strengthening Health Care and Lowering Prescription Drug Costs Act",On Agreeing to the Resolution,
116,House,206,2019-05-15,1,207,275,146,0.311,0.459,0.192,0.101,-97.219,HR312,Passed,Mashpee Wampanoag Tribe Reservation Reaffirmation Act,On Passage,
116,House,207,2019-05-15,1,208,323,96,0.502,0.818,0.174,0.032,-143.196,HR375,Passed,"To amend the Act of June 18, 1934, to reaffirm the authority of the Secretary of the Interior to take land into trust for Indian Tribes, and for other purposes",On Motion to Suspend the Rules and Pass,
116,House,208,2019-05-15,1,209,415,0,0.0,0.0,0.0,0.0,0.0,HR1892,Passed,Quadrennial Homeland Security Review Technical Corrections Act,On Motion to Suspend the Rules and Pass,
116,House,209,2019-05-16,1,210,188,227,-0.037,0.536,-0.482,-0.588,-9.943,HR987,Failed,,On Agreeing to the Amendment,
116,House,210,2019-05-16,1,211,239,174,0.141,0.31,0.551,1.118,-21.218,HR987,Agreed to,,On Agreeing to the Amendment,
116,House,211,2019-05-16,1,212,229,185,0.085,0.253,0.694,0.441,-2.084,HR987,Agreed to,,On Agreeing to the Amendment,
116,House,212,2019-05-16,1,213,188,228,0.052,0.07,-0.713,0.176,-0.31,HR987,Failed,MORE Health Education Act,On Motion to Recommit with Instructions,
116,House,213,2019-05-16,1,214,234,183,0.16,0.135,0.6,0.932,-7.159,HR987,Passed,MORE Health Education Act,On Passage,
116,House,214,2019-05-17,1,215,215,191,-0.391,0.616,0.107,0.353,-189.065,,Passed,,On Approving the Journal,
116,House,215,2019-05-17,1,216,181,228,-0.089,0.996,-0.423,-0.323,-11.46,HR5,Failed,Equality Act,On Motion to Recommit with Instructions,
116,House,216,2019-05-17,1,217,236,173,0.197,0.619,0.929,0.303,-16.863,HR5,Passed,Equality Act,On Passage,
116,House,217,2019-05-20,1,218,397,0,0.0,0.0,0.0,0.0,0.0,HR1952,Passed,Intercountry Adoption Information Act,"On Motion to Suspend the Rules and Pass, as Amended",
116,House,218,2019-05-20,1,219,393,0,0.0,0.0,0.0,0.0,0.0,HRES106,Passed,Denouncing female genital mutilation/cutting as a violation of the human rights of women and girls and urging the international community and the Federal Government to increase efforts to eliminate the harmful practice,On Motion to Suspend the Rules and Agree,
116,House,219,2019-05-21,1,220,227,191,0.053,0.068,0.713,-0.17,-0.312,HRES389,Passed,"Providing for consideration of the bill (H.R. 1500) Consumers First Act, providing for consideration of the bill (H.R. 1994) Setting Every Community Up for Retirement Enhancement Act, and providing for proceedings during the period from May 24, 2019, through May 31, 2019, and for other purposes.",On Ordering the Previous Question,
116,House,220,2019-05-21,1,221,230,190,0.053,0.068,0.713,-0.169,-0.312,HRES389,Passed,"Providing for consideration of the bill (H.R. 1500) Consumers First Act, providing for consideration of the bill (H.R. 1994) Setting Every Community Up for Retirement Enhancement Act, and providing for proceedings during the period from May 24, 2019, through May 31, 2019, and for other purposes.",On Agreeing to the Resolution,
116,House,221,2019-05-22,1,222,188,230,-0.13,0.992,-0.637,-0.711,-8.35,HR1500,Failed,,On Agreeing to the Amendment,
116,House,222,2019-05-22,1,223,189,232,-0.091,0.996,-0.602,-0.689,-7.231,HR1500,Failed,,On Agreeing to the Amendment,
116,House,223,2019-05-22,1,224,190,231,-0.092,0.996,-0.496,-0.479,-7.753,HR1500,Failed,,On Agreeing to the Amendment,
116,House,224,2019-05-22,1,225,412,10,0.0,0.0,0.0,0.0,0.0,HR1500,Agreed to,,On Agreeing to the Amendment,
116,House,225,2019-05-22,1,226,231,191,-0.152,0.988,0.523,0.653,-12.144,HR1500,Agreed to,,On Agreeing to the Amendment,
116,House,226,2019-05-22,1,227,191,231,0.052,0.06,-0.712,0.178,-0.306,HR1500,Failed,Consumers First Act,On Motion to Recommit with Instructions,
116,House,227,2019-05-22,1,228,231,191,0.052,0.06,0.712,-0.178,-0.306,HR1500,Passed,Consumers First Act,On Passage,
116,House,228,2019-05-23,1,229,223,194,-0.495,0.79,0.123,0.411,-193.026,,Passed,,On Approving the Journal,
116,House,229,2019-05-23,1,230,200,222,-0.193,0.578,-0.341,-0.613,-33.607,HR1994,Failed,Setting Every Community Up for Retirement Enhancement Act,On Motion to Recommit with Instructions,
116,House,230,2019-05-23,1,231,417,3,0.0,0.0,0.0,0.0,0.0,HR1994,Passed,Setting Every Community Up for Retirement Enhancement Act,On Passage,
116,House,231,2019-06-03,1,232,354,58,0.13,-0.992,0.256,-0.738,-78.284,HR2157,Passed,"Making supplemental appropriations for the fiscal year ending September 30, 2019, and for other purposes",On Motion to Suspend the Rules and Concur in the Senate Amendment,
116,House,232,2019-06-03,1,233,357,55,0.539,-0.693,0.698,-0.376,-55.642,HR2940,Passed,"To extend the program of block grants to States for temporary assistance for needy families and related programs through September 30, 2019",On Motion to Suspend the Rules and Pass,
116,House,233,2019-06-03,1,234,206,189,-0.546,0.838,0.141,0.475,-183.128,,Passed,,On Approving the Journal,
116,House,234,2019-06-04,1,235,228,192,0.048,0.02,0.711,-0.214,-0.303,HRES415,Passed,"Providing for consideration of the bill (H.R. 6) to authorize the cancellation of removal and adjustment of status of certain aliens, and for other purposes",On Ordering the Previous Question,
116,House,235,2019-06-04,1,236,219,203,0.05,-0.809,0.34,0.172,-25.707,HRES415,Passed,"Providing for consideration of the bill (H.R. 6) to authorize the cancellation of removal and adjustment of status of certain aliens, and for other purposes",On Agreeing to the Resolution,
116,House,236,2019-06-04,1,237,212,203,-0.486,0.874,0.16,0.426,-174.565,,Passed,,On Approving the Journal,
116,House,237,2019-06-04,1,238,423,0,0.0,0.0,0.0,0.0,0.0,HRES393,Passed,"Remembering the victims of the violent suppression of democracy protests in Tiananmen Square and elsewhere in China on June 3 and 4, 1989, and calling on the Government of the People’s Republic of China to respect the universally recognized human rights of all people living in China and around the world","On Motion to Suspend the Rules and Agree, as Amended",
116,House,238,2019-06-04,1,239,202,221,-0.125,0.401,-0.539,-1.145,-21.483,HR6,Failed,American Dream and Promise Act,On Motion to Recommit with Instructions,
116,House,239,2019-06-04,1,240,237,187,0.175,0.222,0.418,0.496,-16.696,HR6,Passed,American Dream and Promise Act,On Passage,
116,House,240,2019-06-05,1,241,395,22,0.177,-0.967,0.322,-1.31,-35.04,HR1921,Passed,Ocean Acidification Innovation Act,"On Motion to Suspend the Rules and Pass, as Amended",
116,House,241,2019-06-10,1,242,395,3,0.0,0.0,0.0,0.0,0.0,HR542,Passed,Supporting Research and Development for First Responders Act,On Motion to Suspend the Rules and Pass,
116,House,242,2019-06-10,1,243,384,13,0.197,-0.956,0.227,-1.165,-23.564,HR2539,Passed,Strengthening Local Transportation Security Capabilities Act,On Motion to Suspend the Rules and Pass,
116,House,243,2019-06-10,1,244,394,2,0.0,0.0,0.0,0.0,0.0,HR2590,Passed,DHS Overseas Personnel Enhancement Act,"On Motion to Suspend the Rules and Pass, as Amended",
116,House,244,2019-06-11,1,245,227,190,0.051,0.051,0.712,-0.187,-0.299,HRES431,Passed,Providing for consideration of H.R. 2740 and H. Res. 430,On Ordering the Previous Question,
116,House,245,2019-06-11,1,246,227,190,0.051,0.051,0.712,-0.187,-0.299,HRES431,Passed,Providing for consideration of H.R. 2740 and H. Res. 430,On Agreeing to the Resolution,
116,House,246,2019-06-11,1,247,229,191,0.052,0.052,0.712,-0.186,-0.304,HRES430,Passed,Authorizing the Committee on the Judiciary to initiate or intervene in judicial proceedings to enforce certain subpoenas and for other purposes,On Agreeing to the Resolution,
116,House,247,2019-06-11,1,248,419,0,0.0,0.0,0.0,0.0,0.0,HR2609,Passed,DHS Acquisition Review Board Act,On Motion to Suspend the Rules and Pass,
116,House,248,2019-06-12,1,249,146,244,0.114,0.993,-0.232,-0.236,-69.022,,Failed,,On Motion to Adjourn,
116,House,249,2019-06-12,1,250,140,254,0.088,0.996,-0.278,-0.417,-74.824,,Failed,,On Motion to Adjourn,
116,House,250,2019-06-12,1,251,336,83,0.455,0.891,0.353,0.202,-89.702,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,251,2019-06-12,1,252,241,179,0.416,-0.552,0.641,0.94,-23.839,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,252,2019-06-12,1,253,288,134,0.384,0.923,0.37,0.071,-71.86,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,253,2019-06-12,1,254,379,42,0.61,-0.793,0.35,-0.106,-66.177,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,254,2019-06-12,1,255,345,76,0.496,-0.868,0.332,-0.127,-83.98,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,255,2019-06-12,1,256,367,55,0.497,-0.868,0.297,-0.234,-78.69,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,256,2019-06-12,1,257,411,11,0.974,0.225,0.485,-1.159,-51.45,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,257,2019-06-12,1,258,239,181,0.052,0.571,0.549,1.03,-21.808,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,258,2019-06-12,1,259,311,109,0.484,-0.039,0.24,0.135,-103.501,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,259,2019-06-12,1,260,315,105,0.468,-0.884,0.258,-0.022,-102.879,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,260,2019-06-12,1,261,310,109,0.47,0.176,0.308,0.1,-86.362,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,261,2019-06-12,1,262,411,10,0.0,0.0,0.0,0.0,0.0,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,262,2019-06-12,1,263,408,12,0.86,-0.51,1.392,0.315,-34.474,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,263,2019-06-12,1,264,230,184,0.053,0.044,0.713,-0.182,-0.279,HRES436,Passed,"Providing for further consideration of the bill (H.R. 2740) Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2020",On Ordering the Previous Question,
116,House,264,2019-06-12,1,265,232,189,0.051,0.043,0.712,-0.183,-0.304,HRES436,Passed,"Providing for further consideration of the bill (H.R. 2740) Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2020",On Agreeing to the Resolution,
116,House,265,2019-06-12,1,266,192,228,0.067,-0.998,-0.811,-0.304,-10.753,HR2740,Failed,,On Agreeing to the Amendment,
116,House,266,2019-06-12,1,267,191,229,0.124,-0.872,-0.702,-0.484,-11.108,HR2740,Failed,,On Agreeing to the Amendment,
116,House,267,2019-06-12,1,268,399,23,0.656,-0.408,0.22,-0.429,-52.03,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,268,2019-06-12,1,269,354,67,0.476,0.879,0.311,0.219,-91.761,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,269,2019-06-12,1,270,244,178,0.496,0.868,0.165,-0.273,-163.6,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,270,2019-06-12,1,271,334,87,0.499,0.377,0.217,0.126,-110.885,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,271,2019-06-12,1,272,258,164,0.557,-0.831,0.347,0.519,-69.991,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,272,2019-06-12,1,273,356,66,0.482,0.876,0.242,0.178,-105.62,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,273,2019-06-12,1,274,339,83,0.412,-0.75,0.2,-0.189,-104.495,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,274,2019-06-12,1,275,413,9,0.0,0.0,0.0,0.0,0.0,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,275,2019-06-12,1,276,354,68,0.561,0.828,0.376,0.022,-79.103,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,276,2019-06-12,1,277,406,15,0.865,-0.502,1.53,-1.4,-43.477,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,277,2019-06-12,1,278,403,19,0.657,-0.754,1.129,-0.837,-35.945,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,278,2019-06-13,1,279,346,75,0.588,-0.809,0.437,0.096,-78.156,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,279,2019-06-13,1,280,374,48,0.511,0.86,0.377,0.304,-72.887,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,280,2019-06-13,1,281,418,4,0.0,0.0,0.0,0.0,0.0,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,281,2019-06-13,1,282,384,38,0.708,0.706,1.226,-0.412,-62.008,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,282,2019-06-13,1,283,234,188,0.134,0.072,0.673,0.572,-2.396,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,283,2019-06-13,1,284,186,235,0.137,-0.151,-0.382,0.063,-10.962,HR2740,Failed,,On Agreeing to the Amendment,
116,House,284,2019-06-13,1,285,158,264,0.32,0.135,-0.337,-0.579,-56.732,HR2740,Failed,,On Agreeing to the Amendment,
116,House,285,2019-06-13,1,286,399,23,0.572,-0.82,0.356,-0.403,-40.548,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,286,2019-06-13,1,287,354,68,0.463,0.886,0.287,0.228,-95.832,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,287,2019-06-13,1,288,363,59,0.601,0.213,0.257,0.039,-91.41,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,288,2019-06-13,1,289,150,271,0.332,0.637,-0.395,-0.14,-53.113,HR2740,Failed,,On Agreeing to the Amendment,
116,House,289,2019-06-13,1,290,281,141,0.448,-0.894,0.257,0.113,-96.301,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,290,2019-06-13,1,291,419,3,0.0,0.0,0.0,0.0,0.0,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,291,2019-06-13,1,292,325,97,0.457,0.889,0.338,0.098,-88.261,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,292,2019-06-13,1,293,394,27,0.555,-0.832,1.157,-1.556,-52.267,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,293,2019-06-13,1,294,353,68,0.511,0.86,0.268,0.125,-98.356,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,294,2019-06-13,1,295,272,148,0.3,0.495,0.371,0.406,-65.258,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,295,2019-06-13,1,296,264,149,0.575,-0.818,0.544,0.684,-60.362,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,296,2019-06-13,1,297,355,65,0.615,-0.788,0.314,0.045,-92.724,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,297,2019-06-13,1,298,304,115,0.424,0.277,0.255,0.224,-98.305,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,298,2019-06-13,1,299,356,64,0.59,-0.807,0.255,-0.028,-102.623,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,299,2019-06-13,1,300,282,138,0.423,-0.282,0.243,0.136,-86.283,HR2740,Agreed to,,On Agreeing to the Amendment,
116,House,300,2019-06-13,1,301,373,47,0.569,-0.822,0.229,-0.148,-92.513,HR2740,Agreed to,,On Agreeing to the Amendment,
