congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
117,House,62,2021-03-08,1,63,213,195,0.03,0.057,0.715,-0.128,-0.254,HRES188,Passed,"Providing for consideration of H.R. 842, Protecting the Right to Organize Act; H.R. 8, Bipartisan Background Checks Act; H.R. 1446, Enhanced Background Checks Act; and for other purposes",On Ordering the Previous Question,
117,House,63,2021-03-08,1,64,218,197,-0.031,0.174,0.704,0.334,-2.347,HRES188,Passed,"Providing for consideration of H.R. 842, Protecting the Right to Organize Act; H.R. 8, Bipartisan Background Checks Act; H.R. 1446, Enhanced Background Checks Act; and for other purposes",On Agreeing to the Resolution,
117,House,64,2021-03-09,1,65,216,206,0.031,0.03,0.715,-0.11,-0.26,HRES198,Passed,Providing for consideration of the Senate amendment to the bill (H.R. 1319) to provide for reconciliation pursuant to title II of S. Con. Res. 5,On Ordering the Previous Question,
117,House,65,2021-03-09,1,66,219,210,-0.031,0.177,0.704,0.33,-2.343,HRES198,Passed,Providing for consideration of the Senate amendment to the bill (H.R. 1319) to provide for reconciliation pursuant to title II of S. Con. Res. 5,On Agreeing to the Resolution,
117,House,66,2021-03-09,1,67,227,196,0.19,0.092,0.621,0.847,-12.631,HR842,Agreed to,,On Agreeing to the Amendment,
117,House,67,2021-03-09,1,68,185,243,0.228,0.171,-0.233,-0.285,-58.474,HR842,Failed,,On Agreeing to the Amendment,
117,House,68,2021-03-09,1,69,206,218,0.03,0.037,-0.715,0.103,-0.263,HR842,Failed,Protecting the Right to Organize Act,On Motion to Recommit,
117,House,69,2021-03-09,1,70,225,206,0.257,-0.302,0.581,1.022,-10.14,HR842,Passed,Protecting the Right to Organize Act,On Passage,
117,House,70,2021-03-10,1,71,149,235,0.234,0.972,-0.227,-0.131,-91.49,,Failed,,On Motion to Adjourn,
117,House,71,2021-03-10,1,72,220,211,-0.031,0.173,0.705,0.319,-2.347,HR1319,Passed,American Rescue Plan Act,On Motion to Concur in the Senate Amendment,
117,House,72,2021-03-10,1,73,225,202,-0.035,0.644,0.57,1.054,-18.24,HR1446,Agreed to,,On Agreeing to the Amendment,
117,House,73,2021-03-11,1,74,207,217,0.033,0.058,-0.716,0.085,-0.252,HR8,Failed,Bipartisan Background Checks Act,On Motion to Recommit,
117,House,74,2021-03-11,1,75,227,203,0.228,-0.094,0.544,1.212,-19.804,HR8,Passed,Bipartisan Background Checks Act,On Passage,
117,House,75,2021-03-11,1,76,206,212,0.036,0.072,-0.717,0.067,-0.221,HR1446,Failed,Enhanced Background Checks Act of 2021,On Motion to Recommit,
117,House,76,2021-03-11,1,77,219,210,-0.043,0.722,0.351,0.21,-12.572,HR1446,Passed,Enhanced Background Checks Act of 2021,On Passage,
117,House,77,2021-03-16,1,78,212,200,0.025,0.023,0.717,-0.07,-0.217,HRES233,Passed,"Providing for consideration of the bill H.R. 1620, Violence Against Women Reauthorization Act; H.R. 6, American Dream and Promise Act; H.R. 1603, Farm Workforce Modernization Act; H.R. 1868, to prevent across-the-board direct spending cuts and H.J.Res. 17, removing deadline for the ratification of the equal rights adt",On Ordering the Previous Question,
117,House,78,2021-03-16,1,79,216,204,-0.033,0.182,0.705,0.32,-2.305,HRES233,Passed,"Providing for consideration of the bill H.R. 1620, Violence Against Women Reauthorization Act; H.R. 6, American Dream and Promise Act; H.R. 1603, Farm Workforce Modernization Act; H.R. 1868, to prevent across-the-board direct spending cuts and H.J.Res. 17, removing deadline for the ratification of the equal rights adt",On Agreeing to the Resolution,
117,House,79,2021-03-16,1,80,415,3,0.0,0.0,0.0,0.0,0.0,HR1799,Passed,PPP Extension Act,"On Motion to Suspend the Rules and Pass, as Amended",
117,House,80,2021-03-16,1,81,345,73,0.561,-0.828,0.388,-0.053,-75.041,HR485,Passed,Stronger Child Abuse Prevention and Treatment Act,On Motion to Suspend the Rules and Pass,
117,House,81,2021-03-17,1,82,222,204,-0.053,0.999,0.419,0.422,-16.226,HJRES17,Passed,Removing the deadline for the ratification of the equal rights amendment,On Passage,
117,House,82,2021-03-17,1,83,228,197,0.108,0.994,0.691,0.504,-24.226,HR1620,Agreed to,,On Agreeing to the Amendment,
117,House,83,2021-03-17,1,84,242,174,0.028,-0.553,-0.239,-0.494,-79.044,HR1620,Agreed to,,On Agreeing to the Amendment,
117,House,84,2021-03-17,1,85,177,249,-0.299,0.954,-0.258,-0.717,-87.905,HR1620,Failed,,On Agreeing to the Amendment,
117,House,85,2021-03-17,1,86,244,172,0.297,0.243,0.327,0.016,-50.213,HR1620,Passed,The Violence Against Women Reauthorization Act of 2021,On Passage,
117,House,86,2021-03-17,1,87,413,12,0.271,-0.963,0.21,-1.117,-24.947,HR1085,Passed,"To award three congressional gold medals to the United States Capitol Police and those who protected the U.S. Capitol on January 6, 2021","On Motion to Suspend the Rules and Pass, as Amended",
117,House,87,2021-03-17,1,88,399,14,0.628,-0.571,0.457,-1.362,-17.987,HR1651,Passed,COVID-19 Bankruptcy Relief Extension Act,"On Motion to Suspend the Rules and Pass, as Amended",
117,House,88,2021-03-17,1,89,384,38,0.706,0.057,0.638,-0.765,-35.233,HR1652,Passed,VOCA Fix to Sustain the Crime Victims Fund Act,"On Motion to Suspend the Rules and Pass, as Amended",
117,House,89,2021-03-18,1,90,203,216,0.031,0.043,-0.716,0.102,-0.261,HR6,Failed,Dream Act,On Motion to Recommit,
117,House,90,2021-03-18,1,91,228,197,0.231,-0.034,0.404,0.542,-20.859,HR6,Passed,Dream Act,On Passage,
117,House,91,2021-03-18,1,92,204,218,0.031,0.042,-0.715,0.103,-0.261,HR1603,Failed,Farm Workforce Modernization Act,On Motion to Recommit,
117,House,92,2021-03-18,1,93,247,174,0.459,-0.888,0.974,0.871,-52.689,HR1603,Passed,Farm Workforce Modernization Act,On Passage,
117,House,93,2021-03-18,1,94,218,200,0.031,0.04,0.715,-0.106,-0.258,HRES243,Passed,Removing a certain Member from a certain committee of the House of Representatives,On Motion to Table,
117,House,94,2021-03-19,1,95,202,216,0.031,0.044,-0.715,0.102,-0.261,HR1868,Failed,"To prevent across-the-board direct spending cuts, and for other purposes",On Motion to Recommit,
117,House,95,2021-03-19,1,96,246,175,0.312,0.107,0.366,0.556,-48.389,HR1868,Passed,"To prevent across-the-board direct spending cuts, and for other purposes",On Passage,
117,House,96,2021-03-19,1,97,398,14,0.531,-0.647,0.394,-1.499,-23.328,HRES134,Passed,"Condemning the military coup that took place on February 1, 2021, in Burma and the Burmese military detention of civilian leaders, calling for the release of all those detained and for those elected to serve Parliament to resume their duties, and for other purposes",On Motion to Suspend the Rules and Agree,
117,House,97,2021-04-13,1,98,384,38,0.794,0.608,1.18,-1.039,-57.133,HR1868,Passed,"To prevent across-the-board direct spending cuts, and for other purposes",On Motion to Suspend the Rules and Concur in the Senate Amendment,
117,House,98,2021-04-14,1,99,381,37,0.477,-0.879,0.922,-1.42,-47.966,HR172,Passed,United States Anti-Doping Agency Reauthorization Act,On Motion to Suspend the Rules and Pass,
117,House,99,2021-04-14,1,100,415,11,0.783,-0.622,1.22,-1.511,-27.999,S578,Passed,"Food Allergy Safety, Treatment, Education, and Research Act",On Motion to Suspend the Rules and Pass,
117,House,100,2021-04-14,1,101,412,8,0.0,0.0,0.0,0.0,0.0,S164,Passed,Advancing Education on Biosimilars Act,On Motion to Suspend the Rules and Pass,
117,House,101,2021-04-14,1,102,217,208,0.031,0.035,0.715,-0.112,-0.264,HRES303,Passed,"Providing for consideration of H.R. 7, the Paycheck Fairness Act and H.R. 1195, the Workplace Violence Prevention for Health Care and Social Service Workers Act",On Ordering the Previous Question,
117,House,102,2021-04-14,1,103,217,207,0.031,0.035,0.715,-0.112,-0.264,HRES303,Passed,"Providing for consideration of H.R. 7, the Paycheck Fairness Act and H.R. 1195, the Workplace Violence Prevention for Health Care and Social Service Workers Act",On Agreeing to the Resolution,
117,House,103,2021-04-15,1,104,396,13,0.403,-0.915,0.299,-1.104,-21.082,HR1215,Passed,Fraud and Scam Reduction Act,"On Motion to Suspend the Rules and Pass, as Amended",
117,House,104,2021-04-15,1,105,362,49,0.533,-0.316,0.759,-2.022,-55.178,HR1460,Passed,Nicholas and Zachary Burt Memorial Carbon Monoxide Poisoning Prevention Act,On Motion to Suspend the Rules and Pass,
117,House,105,2021-04-15,1,106,216,207,-0.076,0.997,0.53,0.548,-9.171,HR7,Agreed to,,On Agreeing to the Amendment,
